fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Turkish,048,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Norwegian,034,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Armenian,003,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Kurdish,027,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Japanese,024,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Telugu,119,16,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Russian,040,22,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Slovak,043,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,German,017,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Greek,054,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Polish,037,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Azerbaijani,186,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Dutch,033,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Portuguese,038,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,"English, Creolized",057,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Gujarati,112,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Urdu,122,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Danish,009,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Hindi ,019,42,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",032,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,6,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Italian,023,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Croatian,127,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Cebuano,036,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0273,01,EDINA PUBLIC SCHOOL DISTRICT,Korean,026,12,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Amharic,063,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Spanish,045,125,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Farsi ,013,15,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Hebrew,018,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Hindi ,019,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Vietnamese,051,12,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,German,017,11,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Bengali,010,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Uzbek,096,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,French,015,13,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Somali,069,13,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Danish,009,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Korean,026,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,English,011,8584,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Cebuano,036,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Romanian,039,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Sinhala,058,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Ukrainian,049,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Polish,037,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Not Specific,052,6,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Afrikaans,001,12,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Dutch,033,13,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Thai,047,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Bosnian,041,20,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Arabic,002,15,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Russian,040,50,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Hmong,020,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Portuguese,038,10,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Finnish,014,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Czech,004,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,50,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Wolof,094,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Japanese,024,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Norwegian,034,9,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Bulgarian,064,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Sign Language, ASL",042,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",032,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",005,21,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,Italian,023,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Vietnamese,051,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Ukrainian,049,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,English,011,2146,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Arabic,002,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,German,017,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Cebuano,036,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Romanian,039,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Turkish,048,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Spanish,045,18,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Danish,009,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,Russian,040,18,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,French,015,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Spanish,045,33,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Romanian,039,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Urdu,122,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Dutch,033,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Icelandic,022,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Polish,037,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Portuguese,038,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Farsi ,013,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Russian,040,11,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,English,011,2639,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Vietnamese,051,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Amharic,063,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,French,015,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,German,017,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Danish,009,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Ukrainian,049,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Japanese,024,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Hindi ,019,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0278,01,ORONO PUBLIC SCHOOL DISTRICT,Swedish,046,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Spanish,045,1025,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Italian,023,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",032,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Telugu,119,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Turkish,048,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Ewe,158,6,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Bosnian,041,19,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Thai,047,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,"Oromo, Afan Oromo, Oromiffa ",074,103,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Mandingo,302,16,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Adangme,083,16,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Malayalam,115,6,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Dutch,033,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,"Sign Language, ASL",042,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Icelandic,022,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Greek,054,6,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Arabic,002,78,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,Akan ,156,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,0279,01,OSSEO PUBLIC SCHOOL DISTRICT,"Filipino, Pilipino",126,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
